time,station,bewd_i,bewd_i_flag,bewd_ii,bewd_ii_flag,bewd_iii,bewd_iii_flag,bewm_i,bewm_i_flag,bewm_ii,bewm_ii_flag,bewm_iii,bewm_iii_flag,bewm_mittel,bewm_mittel_flag,bft6,bft6_flag,bft8,bft8_flag,cglo_j,cglo_j_flag,dampf_i,dampf_i_flag,dampf_ii,dampf_ii_flag,dampf_iii,dampf_iii_flag,dampf_mittel,dampf_mittel_flag,dd32_i,dd32_i_flag,dd32_ii,dd32_ii_flag,dd32_iii,dd32_iii_flag,erdb_i,erdb_i_flag,erdb_ii,erdb_ii_flag,erdb_iii,erdb_iii_flag,ffx,ffx_flag,gew,gew_flag,glatt,glatt_flag,nebel,nebel_flag,p_i,p_i_flag,p_ii,p_ii_flag,p_iii,p_iii_flag,p_mittel,p_mittel_flag,raureif,raureif_flag,reif,reif_flag,rfb_i,rfb_i_flag,rfb_ii,rfb_ii_flag,rfb_iii,rfb_iii_flag,rfb_mittel,rfb_mittel_flag,rf_i,rf_i_flag,rf_ii,rf_ii_flag,rf_iii,rf_iii_flag,rf_mittel,rf_mittel_flag,rr,rra_manu,rra_manu_flag,rra_manu_i,rra_manu_i_flag,rra_manu_iii,rra_manu_iii_flag,rr_flag,rr_i,rr_i_flag,rr_iii,rr_iii_flag,sh,sha_manu,sha_manu_flag,sh_flag,sh_manu,sh_manu_flag,shneu_manu,shneu_manu_flag,sicht_i,sicht_i_flag,sicht_ii,sicht_ii_flag,sicht_iii,sicht_iii_flag,so_h,so_h_flag,tau,tau_flag,tl_i,tl_i_flag,tl_ii,tl_ii_flag,tl_iii,tl_iii_flag,tlmax,tlmax_flag,tlmin,tlmin_flag,tl_mittel,tl_mittel_flag,tsmin,tsmin_flag,vvbft_i,vvbft_i_flag,vvbft_ii,vvbft_ii_flag,vvbft_iii,vvbft_iii_flag,vv_mittel,vv_mittel_flag,zeitx,zeitx_flag,substation
2016-01-05T00:00+00:00,21,1.0,20,2.0,20,2.0,20,4.0,20,10.0,20,10.0,20,80.0,20,0.0,,0.0,,379.0,20,2.4,20,4.1,20,4.2,20,3.6,20,0.0,20,16.0,20,0.0,20,9.0,20,9.0,20,9.0,20,2.6,20,0.0,,0.0,,1.0,,928.2,20,927.9,20,930.1,20,928.7,20,0.0,,0.0,,,,,,,,,,90,20,89,20,94,20,91,20,0.8,2.0,20,0.0,20,2.0,20,20,-1,20,0.8,20,,3.0,20,,9.0,20,-1.0,20,15000.0,20,3000.0,20,300.0,20,2.2,20,0.0,,-11.1,20,-3.8,20,-4.3,20,-2.8,20,-11.2,20,-7.0,20,-11.2,20,0.0,20,1.0,20,0.0,20,0.2,20,1620.0,20,21300
2016-01-05T00:00+00:00,28,,20,,20,,20,,20,,20,,20,,20,,,,,296.0,20,3.3,20,4.7,20,2.9,20,3.6,20,0.0,20,0.0,20,20.0,20,,20,,20,,20,4.4,20,,,,,,,822.1,20,823.3,20,824.7,20,823.4,20,,,,,,,,,,,,,85,20,91,20,89,20,88,20,4.6,,20,,20,,20,20,-1,20,4.6,20,,,20,,,20,,20,,20,,20,,20,0.0,20,,,-6.2,20,-2.2,20,-8.5,20,-1.4,20,-10.4,20,-5.9,20,-6.1,20,0.0,20,0.0,20,1.0,20,0.2,20,1650.0,20,17002
2016-01-05T00:00+00:00,16,,20,,20,,20,,20,,20,,20,,20,,,,,232.0,20,3.6,20,4.8,20,3.7,20,4.0,20,16.0,20,0.0,20,16.0,20,,20,,20,,20,8.1,20,,,,,,,843.3,20,844.9,20,845.9,20,844.7,20,,,,,,,,,,,,,90,20,89,20,90,20,90,20,0.8,,20,,20,,20,20,-1,20,0.8,20,,,20,,,20,,20,,20,,20,,20,0.1,20,,,-5.8,20,-1.7,20,-5.2,20,-1.3,20,-6.5,20,-3.9,20,,20,2.0,20,0.0,20,2.0,20,1.5,20,530.0,20,14802
2016-01-05T00:00+00:00,25,,20,1.0,20,1.0,20,0.0,20,6.0,20,3.0,20,30.0,20,0.0,,0.0,,501.0,20,4.3,20,5.6,20,5.0,20,5.0,20,0.0,20,0.0,20,28.0,20,9.0,20,7.0,20,7.0,20,6.8,20,0.0,,0.0,,0.0,,879.6,20,879.7,20,882.1,20,880.5,20,0.0,,0.0,,,,,,,,,,90,20,88,20,87,20,88,20,-1,0.0,20,0.0,20,0.0,20,20,-1,20,-1,20,,3.0,20,,4.0,20,1.0,20,25000.0,20,30000.0,20,10000.0,20,4.7,20,0.0,,-3.3,20,0.6,20,-0.9,20,3.5,20,-4.3,20,-0.4,20,-7.6,20,0.0,20,0.0,20,1.0,20,0.2,20,1759.0,20,13515
2016-01-05T00:00+00:00,83,2.0,20,2.0,20,2.0,20,10.0,20,10.0,20,10.0,20,100.0,20,,,,,264.0,20,3.9,20,5.2,20,4.3,20,4.5,20,,20,,20,,20,7.0,20,7.0,20,7.0,20,,20,,,0.0,,,,885.3,20,886.9,20,888.7,20,887.0,20,0.0,,0.0,,,,,,,,,,91,20,88,20,92,20,90,20,0.0,2.0,20,0.0,20,2.0,20,20,-1,20,0.0,20,,3.0,20,,4.0,20,-1.0,20,5000.0,20,5000.0,20,5000.0,20,0.0,20,0.0,,-4.9,20,-0.4,20,-3.7,20,-0.4,20,-7.0,20,-3.7,20,-8.1,20,,20,,20,,20,,20,,20,12302
2016-01-05T00:00+00:00,60,0.0,20,1.0,20,1.0,20,5.0,20,10.0,20,4.0,20,63.0,20,0.0,,0.0,,291.0,20,5.6,20,5.9,20,6.1,20,5.9,20,0.0,20,20.0,20,20.0,20,5.0,20,5.0,20,5.0,20,5.8,20,0.0,,0.0,,0.0,,937.7,20,939.7,20,941.2,20,939.5,20,0.0,,1.0,,,,,,,,,,91,20,69,20,78,20,79,20,-1,0.0,20,1.0,20,0.0,20,20,0.0,20,-1,20,,1.0,20,,-1.0,20,-1.0,20,15000.0,20,25000.0,20,25000.0,20,0.4,20,0.0,,0.2,20,4.8,20,3.4,20,5.1,20,-0.3,20,2.4,20,-1.1,20,0.0,20,1.0,20,2.0,20,1.0,20,1032.0,20,6415
2016-01-05T00:00+00:00,3,1.0,20,2.0,20,2.0,20,7.0,20,10.0,20,10.0,20,90.0,20,0.0,,0.0,,382.0,20,3.0,20,3.4,20,3.2,20,3.2,20,12.0,20,8.0,20,12.0,20,9.0,20,8.0,20,8.0,20,8.0,20,0.0,,0.0,,0.0,,926.5,20,928.1,20,929.9,20,928.2,20,1.0,,0.0,,,,,,,,,,93,20,95,20,95,20,94,20,0.0,3.0,20,2.0,20,3.0,20,20,1.1,20,0.0,20,,3.0,20,,5.0,20,5.0,20,6000.0,20,1500.0,20,1000.0,20,4.5,20,0.0,,-8.6,20,-7.3,20,-7.9,20,-5.2,20,-10.1,20,-7.7,20,-10.0,20,2.0,20,2.0,20,2.0,20,2.6,20,1622.0,20,1906
2016-01-05T00:00+00:00,51,0.0,20,1.0,20,2.0,20,9.0,20,9.0,20,10.0,20,93.0,20,0.0,,0.0,,396.0,20,3.2,20,3.6,20,3.4,20,3.4,20,32.0,20,12.0,20,0.0,20,9.0,20,9.0,20,9.0,20,4.9,20,0.0,,0.0,,0.0,,979.2,20,980.5,20,982.5,20,980.7,20,0.0,,0.0,,,,,,,,,,93,20,86,20,88,20,89,20,0.0,2.0,20,2.0,20,2.0,20,20,0.7,20,0.0,20,,3.0,20,,3.0,20,3.0,20,7000.0,20,5000.0,20,4000.0,20,3.8,20,0.0,,-7.5,20,-5.0,20,-6.0,20,-3.4,20,-9.2,20,-6.3,20,-10.5,20,1.0,20,2.0,20,0.0,20,1.0,20,1331.0,20,4081
2016-01-05T00:00+00:00,6,2.0,20,2.0,20,2.0,20,10.0,20,9.0,20,2.0,20,70.0,20,0.0,,0.0,,245.0,20,2.9,20,4.6,20,3.2,20,3.6,20,24.0,20,8.0,20,0.0,20,9.0,20,9.0,20,9.0,20,5.3,20,0.0,,0.0,,0.0,,893.6,20,894.1,20,896.4,20,894.7,20,0.0,,0.0,,,,,,,,,,91,20,90,20,92,20,91,20,0.0,2.0,20,0.0,20,2.0,20,20,-1,20,0.0,20,,3.0,20,,8.0,20,1.0,20,1500.0,20,7500.0,20,5000.0,20,0.0,20,0.0,,-8.7,20,-2.3,20,-7.6,20,-1.5,20,-9.9,20,-5.7,20,-13.0,20,1.0,20,1.0,20,0.0,20,0.6,20,1154.0,20,20002
2016-01-05T00:00+00:00,19,1.0,20,1.0,20,0.0,20,4.0,20,1.0,20,1.0,20,20.0,20,0.0,,0.0,,,20,2.7,20,4.4,20,3.7,20,3.6,20,0.0,20,0.0,20,0.0,20,9.0,20,9.0,20,8.0,20,3.3,20,0.0,,0.0,,0.0,,927.6,20,927.0,20,929.8,20,928.1,20,0.0,,0.0,,,,,,,,,,97,20,96,20,100,20,98,20,0.0,2.0,20,0.0,20,2.0,20,20,-1,20,0.0,20,,3.0,20,,5.0,20,-1.0,20,5000.0,20,30000.0,20,3000.0,20,0.4,20,0.0,,-10.6,20,-3.9,20,-6.8,20,-3.1,20,-11.5,20,-7.3,20,,20,0.0,20,0.0,20,0.0,20,0.0,20,1536.0,20,19700
2016-01-05T00:00+00:00,1,1.0,20,1.0,20,1.0,20,7.0,20,8.0,20,5.0,20,67.0,20,0.0,,0.0,,366.0,20,3.2,20,4.6,20,4.6,20,4.1,20,0.0,20,4.0,20,28.0,20,6.0,20,6.0,20,6.0,20,2.6,20,0.0,,0.0,,0.0,,909.7,20,909.2,20,911.8,20,910.2,20,0.0,,0.0,,,,,,,,,,98,20,90,20,96,20,95,20,-1,0.0,20,2.0,20,0.0,20,20,0.0,20,-1,20,,2.0,20,,3.0,20,2.0,20,4000.0,20,6000.0,20,4000.0,20,0.8,20,0.0,,-8.5,20,-2.5,20,-3.2,20,-2.0,20,-9.0,20,-5.5,20,-12.7,20,0.0,20,1.0,20,1.0,20,0.6,20,52.0,20,10200
2016-01-05T00:00+00:00,2,2.0,20,2.0,20,2.0,20,10.0,20,9.0,20,6.0,20,83.0,20,0.0,,0.0,,258.0,20,4.7,20,4.9,20,4.4,20,4.7,20,0.0,20,0.0,20,0.0,20,9.0,20,9.0,20,9.0,20,3.0,20,0.0,,0.0,,1.0,,923.5,20,924.1,20,926.5,20,924.7,20,0.0,,0.0,,,,,,,,,,96,20,90,20,97,20,94,20,-1,0.0,20,2.0,20,0.0,20,20,0.4,20,-1,20,,3.0,20,,4.0,20,2.0,20,2500.0,20,25000.0,20,3000.0,20,0.0,20,0.0,,-3.1,20,-1.5,20,-4.1,20,-1.1,20,-6.6,20,-3.9,20,-7.4,20,0.0,20,0.0,20,0.0,20,0.0,20,1118.0,20,9801
2016-01-05T00:00+00:00,5,2.0,20,2.0,20,2.0,20,7.0,20,8.0,20,8.0,20,77.0,20,0.0,,0.0,,,20,5.2,20,5.2,20,5.3,20,5.2,20,8.0,20,0.0,20,32.0,20,9.0,20,7.0,20,9.0,20,6.7,20,0.0,,0.0,,0.0,,911.9,20,913.1,20,915.2,20,913.4,20,0.0,,0.0,,,,,,,,,,96,20,83,20,95,20,91,20,0.2,2.0,20,2.0,20,2.0,20,20,0.6,20,0.2,20,,3.0,20,,7.0,20,2.0,20,200.0,20,6000.0,20,4000.0,20,1.4,20,0.0,,-1.6,20,0.3,20,-1.3,20,0.4,20,-2.4,20,-1.0,20,,20,1.0,20,0.0,20,1.0,20,0.6,20,956.0,20,9643
2016-01-05T00:00+00:00,37,2.0,20,2.0,20,2.0,20,10.0,20,10.0,20,10.0,20,100.0,20,0.0,,0.0,,254.0,20,3.0,20,3.4,20,3.5,20,3.3,20,0.0,20,12.0,20,16.0,20,8.0,20,8.0,20,8.0,20,6.3,20,0.0,,0.0,,0.0,,969.9,20,971.4,20,973.1,20,971.5,20,0.0,,0.0,,,,,,,,,,92,20,91,20,92,20,92,20,0.0,2.0,20,2.0,20,2.0,20,20,0.9,20,0.0,20,,2.0,20,,3.0,20,3.0,20,4000.0,20,3500.0,20,3500.0,20,0.0,20,0.0,,-8.4,20,-6.7,20,-6.2,20,-5.6,20,-9.4,20,-7.5,20,-11.5,20,0.0,20,2.0,20,2.0,20,1.5,20,1725.0,20,2207
2016-01-05T00:00+00:00,20,,20,,20,,20,,20,,20,,20,,20,,,,,273.0,20,4.9,20,5.3,20,5.3,20,5.2,20,16.0,20,20.0,20,4.0,20,,20,,20,,20,8.4,20,,,,,,,884.8,20,886.4,20,887.7,20,886.3,20,,,,,,,,,,,,,80,20,79,20,86,20,82,20,-1,,20,,20,,20,20,-1,20,-1,20,,,20,,,20,,20,,20,,20,,20,0.1,20,,,0.0,20,1.3,20,0.0,20,1.8,20,-3.4,20,-0.8,20,,20,2.0,20,2.0,20,1.0,20,2.1,20,437.0,20,11603
2016-01-05T00:00+00:00,71,,20,2.0,20,2.0,20,0.0,20,8.0,20,5.0,20,43.0,20,0.0,,0.0,,422.0,20,3.8,20,4.6,20,4.5,20,4.3,20,8.0,20,0.0,20,8.0,20,9.0,20,6.0,20,6.0,20,3.5,20,0.0,,0.0,,0.0,,879.8,20,880.1,20,882.5,20,880.8,20,1.0,,0.0,,,,,,,,,,96,20,93,20,96,20,95,20,0.0,2.0,20,0.0,20,2.0,20,20,-1,20,0.0,20,,3.0,20,,1.0,20,0.0,20,20000.0,20,20000.0,20,8000.0,20,3.6,20,0.0,,-5.7,20,-3.0,20,-3.5,20,-0.6,20,-6.6,20,-3.6,20,-8.8,20,2.0,20,0.0,20,1.0,20,1.0,20,652.0,20,18805
2016-01-05T00:00+00:00,43,,20,,20,,20,,20,,20,,20,,20,,,,,312.0,20,3.5,20,4.2,20,3.7,20,3.8,20,4.0,20,8.0,20,32.0,20,,20,,20,,20,9.0,20,,,,,,,846.5,20,846.4,20,848.9,20,847.3,20,,,,,,,,,,,,,85,20,61,20,84,20,77,20,0.0,,20,,20,,20,20,0.0,20,0.0,20,,,20,,3.0,20,,20,,20,,20,,20,0.7,20,,,-5.5,20,1.5,20,-4.4,20,2.0,20,-7.2,20,-2.6,20,-10.0,20,1.0,20,1.0,20,1.0,20,1.0,20,1413.0,20,15344
2016-01-05T00:00+00:00,15,,20,,20,,20,,20,,20,,20,,20,,,,,146.0,20,6.3,20,7.2,20,7.0,20,6.8,20,12.0,20,16.0,20,16.0,20,,20,,20,,20,10.4,20,,,,,,,945.3,20,947.4,20,948.0,20,946.9,20,,,,,,,,,,,,,76,20,81,20,78,20,78,20,0.5,,20,,20,,20,20,0.5,20,0.5,20,,,20,,,20,,20,,20,,20,,20,0.3,20,,,4.3,20,5.2,20,5.5,20,6.6,20,2.5,20,4.6,20,1.9,20,2.0,20,3.0,20,2.0,20,3.2,20,831.0,20,11104
2016-01-06T00:00+00:00,8,2.0,20,2.0,20,2.0,20,10.0,20,10.0,20,10.0,20,100.0,20,0.0,,0.0,,144.0,20,4.0,20,4.9,20,5.0,20,4.6,20,0.0,20,28.0,20,0.0,20,7.0,20,7.0,20,7.0,20,3.0,20,0.0,,0.0,,0.0,,972.2,20,970.5,20,970.1,20,970.9,20,0.0,,0.0,,,,,,,,,,91,20,89,20,94,20,91,20,4.1,2.0,20,2.0,20,2.0,20,20,0.1,20,3.2,20,,3.0,20,,3.0,20,0.0,20,1000.0,20,1000.0,20,1000.0,20,0.0,20,0.0,,-4.3,20,-1.5,20,-1.8,20,-1.4,20,-6.2,20,-3.8,20,,20,0.0,20,1.0,20,0.0,20,0.2,20,7.0,20,19204
2016-01-06T00:00+00:00,66,,20,0.0,20,2.0,20,0.0,20,1.0,20,9.0,20,33.0,20,0.0,,0.0,,340.0,20,2.1,20,2.3,20,2.2,20,2.2,20,20.0,20,20.0,20,20.0,20,9.0,20,9.0,20,9.0,20,4.3,20,0.0,,0.0,,0.0,,787.3,20,787.4,20,788.2,20,787.6,20,0.0,,0.0,,,,,,,,,,67,20,46,20,66,20,60,20,-1,0.0,20,2.0,20,0.0,20,20,1.0,20,-1,20,,3.0,20,,12.0,20,3.0,20,5000.0,20,100000.0,20,10000.0,20,2.4,20,0.0,,-9.0,20,-3.0,20,-8.1,20,-2.9,20,-9.5,20,-6.2,20,-11.6,20,1.0,20,1.0,20,1.0,20,1.0,20,1504.0,20,17301
2016-01-06T00:00+00:00,68,1.0,20,2.0,20,1.0,20,9.0,20,9.0,20,9.0,20,90.0,20,0.0,,0.0,,390.0,20,3.3,20,3.7,20,4.1,20,3.7,20,8.0,20,24.0,20,28.0,20,9.0,20,9.0,20,9.0,20,6.7,20,0.0,,0.0,,0.0,,807.5,20,806.9,20,807.4,20,807.3,20,0.0,,0.0,,,,,,,,,,84,20,79,20,94,20,86,20,0.0,2.0,20,2.0,20,2.0,20,20,0.0,20,0.0,20,,3.0,20,,31.0,20,2.0,20,5000.0,20,4900.0,20,3000.0,20,1.7,20,0.0,,-5.8,20,-3.6,20,-4.5,20,-2.0,20,-6.6,20,-4.3,20,,20,2.0,20,2.0,20,2.0,20,2.6,20,1444.0,20,15610
2016-01-06T00:00+00:00,93,2.0,20,2.0,20,2.0,20,10.0,20,10.0,20,10.0,20,100.0,20,0.0,,0.0,,119.0,20,3.5,20,4.1,20,4.2,20,3.9,20,4.0,20,32.0,20,0.0,20,7.0,20,7.0,20,7.0,20,5.5,20,0.0,,0.0,,0.0,,972.3,20,971.8,20,971.5,20,971.9,20,0.0,,0.0,,,,,,,,,,89,20,89,20,89,20,89,20,-1,0.0,20,0.0,20,0.0,20,20,-1,20,-1,20,,3.0,20,,2.0,20,-1.0,20,5000.0,20,5000.0,20,5000.0,20,0.0,20,0.0,,-6.1,20,-3.9,20,-3.5,20,-3.3,20,-6.9,20,-5.1,20,-7.3,20,2.0,20,1.0,20,0.0,20,1.0,20,2248.0,20,5609
2016-01-06T00:00+00:00,27,,20,,20,,20,,20,,20,,20,,20,,,,,,20,3.6,20,4.3,20,3.4,20,3.8,20,12.0,20,12.0,20,12.0,20,,20,,20,,20,6.5,20,,,,,,,,20,,20,,20,,20,,,,,,,,,,,,,100,20,100,20,100,20,100,20,0.1,,20,,20,,20,20,-1,20,-1,20,,,20,,,20,,20,,20,,20,,20,0.0,20,,,-7.0,20,-4.8,20,-7.9,20,-3.2,20,-7.9,20,-5.6,20,-8.2,20,2.0,20,1.0,20,1.0,20,1.5,20,845.0,20,4802
2016-01-06T00:00+00:00,7,2.0,20,2.0,20,2.0,20,9.0,20,9.0,20,7.0,20,83.0,20,0.0,,0.0,,344.0,20,4.0,20,4.6,20,4.6,20,4.4,20,16.0,20,24.0,20,16.0,20,9.0,20,9.0,20,9.0,20,3.8,20,0.0,,,,0.0,,876.7,20,876.0,20,876.8,20,876.5,20,,,,,,,,,,,,,92,20,83,20,92,20,89,20,0.1,2.0,20,0.0,20,0.0,20,20,-1,20,-1,20,,3.0,20,,10.0,20,-1.0,20,5000.0,20,10000.0,20,10000.0,20,2.5,20,,,-4.5,20,-1.4,20,-2.8,20,-0.8,20,-7.5,20,-4.2,20,-8.8,20,1.0,20,1.0,20,1.0,20,1.0,20,104.0,20,15501
2016-01-06T00:00+00:00,18,0.0,20,0.0,20,0.0,20,10.0,20,10.0,20,10.0,20,100.0,20,0.0,,0.0,,192.0,20,4.7,20,5.1,20,5.3,20,5.0,20,8.0,20,8.0,20,28.0,20,7.0,20,7.0,20,7.0,20,8.7,20,0.0,,0.0,,1.0,,985.6,20,984.1,20,983.6,20,984.4,20,0.0,,0.0,,,,,,,,,,98,20,98,20,100,20,99,20,-1,0.0,20,0.0,20,0.0,20,20,-1,20,-1,20,,3.0,20,,3.0,20,-1.0,20,900.0,20,900.0,20,900.0,20,0.0,20,0.0,,-3.3,20,-2.3,20,-2.0,20,-2.0,20,-5.4,20,-3.7,20,-4.6,20,2.0,20,3.0,20,1.0,20,2.6,20,824.0,20,6102
2016-01-06T00:00+00:00,24,1.0,20,2.0,20,2.0,20,4.0,20,7.0,20,8.0,20,63.0,20,0.0,,0.0,,460.0,20,5.5,20,5.5,20,6.8,20,5.9,20,12.0,20,24.0,20,0.0,20,1.0,20,0.0,20,0.0,20,4.2,20,0.0,,0.0,,0.0,,950.1,20,949.6,20,951.2,20,950.3,20,0.0,,0.0,,,,,,,,,,96,20,60,20,88,20,81,20,0.1,1.0,20,1.0,20,0.0,20,20,0.3,20,-1,20,,0.0,20,,-1.0,20,-1.0,20,15000.0,20,20000.0,20,10000.0,20,3.0,20,0.0,,-0.8,20,5.8,20,3.2,20,6.2,20,-1.0,20,2.6,20,-2.9,20,1.0,20,1.0,20,0.0,20,0.6,20,1029.0,20,11115
2016-01-06T00:00+00:00,42,,20,,20,,20,,20,,20,,20,,20,,,,,570.0,20,5.3,20,5.0,20,5.4,20,5.2,20,16.0,20,20.0,20,24.0,20,,20,,20,,20,6.5,20,,,,,,,940.3,20,939.0,20,940.1,20,939.8,20,,,,,,,,,,,,,97,20,61,20,82,20,80,20,0.8,,20,,20,,20,20,-1,20,-1,20,,,20,,,20,,20,,20,,20,,20,4.7,20,,,-1.6,20,4.2,20,1.1,20,5.1,20,-2.6,20,1.3,20,-4.7,20,1.0,20,2.0,20,1.0,20,1.5,20,1119.0,20,11901
2016-01-06T00:00+00:00,44,,20,,20,,20,,20,,20,,20,,20,,,,,169.0,20,3.8,20,4.5,20,4.9,20,4.4,20,8.0,20,12.0,20,0.0,20,,20,,20,,20,,20,,,,,,,916.4,20,914.7,20,914.7,20,915.3,20,,,,,,,,,,,,,97,20,95,20,85,20,92,20,0.0,,20,,20,,20,20,-1,20,-1,20,,,20,,,20,,20,,20,,20,,20,0.0,20,,,-5.9,20,-3.4,20,-0.8,20,-0.7,20,-8.0,20,-4.4,20,-10.7,20,1.0,20,1.0,20,0.0,20,0.6,20,,20,13120
2016-01-06T00:00+00:00,4,,20,,20,,20,,20,,20,,20,,20,,,,,285.0,20,3.8,20,4.1,20,4.2,20,4.0,20,8.0,20,8.0,20,8.0,20,,20,,20,,20,6.8,20,,,,,,,972.1,20,971.6,20,972.1,20,971.9,20,,,,,,,,,,,,,98,20,88,20,98,20,95,20,0.6,,20,,20,,20,20,-1,20,-1,20,,,20,,,20,,20,,20,,20,,20,0.3,20,,,-6.1,20,-3.8,20,-4.7,20,-3.6,20,-7.4,20,-5.5,20,-8.5,20,2.0,20,2.0,20,1.0,20,2.1,20,536.0,20,5316
2016-01-06T00:00+00:00,13,,20,,20,,20,,20,,20,,20,,20,,,,,143.0,20,4.5,20,5.3,20,5.2,20,5.0,20,24.0,20,0.0,20,4.0,20,,20,,20,,20,8.6,20,,,,,,,928.6,20,927.6,20,927.1,20,927.8,20,,,,,,,,,,,,,99,20,99,20,99,20,99,20,0.0,,20,,20,,20,20,-1,20,0.0,20,,,20,,,20,,20,,20,,20,,20,0.0,20,,,-4.0,20,-1.8,20,-2.1,20,-1.5,20,-8.3,20,-4.9,20,-7.7,20,1.0,20,0.0,20,3.0,20,1.5,20,2106.0,20,13702
2016-01-06T00:00+00:00,21,2.0,20,2.0,20,2.0,20,10.0,20,10.0,20,10.0,20,100.0,20,0.0,,0.0,,125.0,20,4.3,20,4.8,20,5.0,20,4.7,20,12.0,20,0.0,20,0.0,20,9.0,20,9.0,20,9.0,20,2.0,20,0.0,,0.0,,1.0,,930.5,20,928.8,20,929.0,20,929.4,20,0.0,,0.0,,,,,,,,,,96,20,95,20,96,20,96,20,1.4,2.0,20,2.0,20,2.0,20,20,0.0,20,1.3,20,,3.0,20,,9.0,20,2.0,20,600.0,20,800.0,20,400.0,20,0.0,20,0.0,,-4.1,20,-2.5,20,-2.2,20,-2.2,20,-4.5,20,-3.4,20,-4.5,20,1.0,20,0.0,20,0.0,20,0.2,20,617.0,20,21300
2016-01-06T00:00+00:00,28,,20,,20,,20,,20,,20,,20,,20,,,,,425.0,20,2.2,20,3.5,20,3.9,20,3.2,20,16.0,20,4.0,20,20.0,20,,20,,20,,20,6.7,20,,,,,,,825.2,20,824.9,20,826.0,20,825.4,20,,,,,,,,,,,,,90,20,71,20,78,20,80,20,0.0,,20,,20,,20,20,-1,20,-1,20,,,20,,,20,,20,,20,,20,,20,1.1,20,,,-12.1,20,-3.1,20,-2.6,20,-2.0,20,-12.7,20,-7.4,20,-10.6,20,1.0,20,1.0,20,2.0,20,1.5,20,1911.0,20,17002
2016-01-06T00:00+00:00,16,,20,,20,,20,,20,,20,,20,,20,,,,,465.0,20,3.2,20,3.9,20,3.5,20,3.5,20,4.0,20,4.0,20,32.0,20,,20,,20,,20,5.2,20,,,,,,,846.4,20,845.8,20,846.8,20,846.3,20,,,,,,,,,,,,,90,20,70,20,83,20,81,20,-1,,20,,20,,20,20,-1,20,-1,20,,,20,,,20,,20,,20,,20,,20,3.7,20,,,-7.4,20,-1.2,20,-4.9,20,-0.7,20,-7.5,20,-4.1,20,,20,1.0,20,2.0,20,1.0,20,1.5,20,1619.0,20,14802
2016-01-06T00:00+00:00,25,1.0,20,2.0,20,2.0,20,8.0,20,10.0,20,10.0,20,93.0,20,0.0,,0.0,,235.0,20,4.4,20,5.2,20,5.1,20,4.9,20,32.0,20,32.0,20,32.0,20,8.0,20,8.0,20,8.0,20,13.7,20,0.0,,0.0,,0.0,,882.9,20,881.8,20,881.5,20,882.1,20,0.0,,0.0,,,,,,,,,,80,20,84,20,82,20,82,20,0.0,2.0,20,0.0,20,2.0,20,20,-1,20,0.0,20,,2.0,20,,3.0,20,-1.0,20,20000.0,20,25000.0,20,10000.0,20,0.0,20,0.0,,-1.5,20,0.3,20,0.2,20,0.4,20,-3.2,20,-1.4,20,-6.5,20,1.0,20,1.0,20,2.0,20,1.5,20,2307.0,20,13515
2016-01-06T00:00+00:00,83,2.0,20,1.0,20,2.0,20,10.0,20,8.0,20,10.0,20,93.0,20,,,,,311.0,20,3.3,20,4.5,20,3.7,20,3.8,20,,20,,20,,20,7.0,20,7.0,20,7.0,20,,20,,,0.0,,,,889.5,20,888.5,20,889.3,20,889.1,20,0.0,,0.0,,,,,,,,,,91,20,77,20,90,20,86,20,0.6,2.0,20,0.0,20,0.0,20,20,-1,20,-1,20,,3.0,20,,4.0,20,-1.0,20,5000.0,20,5000.0,20,5000.0,20,0.0,20,0.0,,-6.9,20,-0.6,20,-5.3,20,-0.6,20,-8.3,20,-4.5,20,-8.7,20,,20,,20,,20,,20,,20,12302
2016-01-06T00:00+00:00,60,1.0,20,1.0,20,1.0,20,8.0,20,4.0,20,4.0,20,53.0,20,0.0,,0.0,,561.0,20,6.2,20,6.6,20,5.6,20,6.1,20,8.0,20,24.0,20,0.0,20,5.0,20,5.0,20,5.0,20,7.6,20,0.0,,0.0,,0.0,,942.1,20,942.3,20,942.6,20,942.3,20,0.0,,1.0,,,,,,,,,,86,20,73,20,95,20,85,20,1.2,5.0,20,0.0,20,0.0,20,20,-1,20,-1,20,,1.0,20,,-1.0,20,-1.0,20,20000.0,20,35000.0,20,25000.0,20,5.3,20,0.0,,2.2,20,5.4,20,-0.5,20,5.6,20,-0.5,20,2.6,20,-2.0,20,1.0,20,1.0,20,0.0,20,0.6,20,320.0,20,6415
2016-01-06T00:00+00:00,3,2.0,20,2.0,20,2.0,20,10.0,20,10.0,20,10.0,20,100.0,20,0.0,,0.0,,248.0,20,3.2,20,3.9,20,3.5,20,3.5,20,12.0,20,8.0,20,8.0,20,8.0,20,8.0,20,8.0,20,7.3,20,0.0,,0.0,,1.0,,931.1,20,930.5,20,930.8,20,930.8,20,1.0,,0.0,,,,,,,,,,96,20,97,20,96,20,96,20,0.0,2.0,20,0.0,20,2.0,20,20,-1,20,0.0,20,,2.0,20,,4.0,20,-1.0,20,200.0,20,200.0,20,200.0,20,0.0,20,0.0,,-7.9,20,-5.5,20,-6.9,20,-5.0,20,-8.8,20,-6.9,20,-8.5,20,3.0,20,2.0,20,1.0,20,2.6,20,1103.0,20,1906
